section_type,section_number,class_number,open_seats,total_seats,reserved,percent,timestamp
TUT,05,5345,18,18,No,0,"2021-07-20 20:18:50.003476"
TUT,06,5348,18,18,No,0,"2021-07-20 20:18:50.003484"
TUT,07,5347,18,18,No,0,"2021-07-20 20:18:50.003493"
TUT,08,5339,18,18,No,0,"2021-07-20 20:18:50.003502"
TUT,09,5340,18,18,No,0,"2021-07-20 20:18:50.003511"
TUT,10,5341,18,18,No,0,"2021-07-20 20:18:50.003520"
TUT,11,5342,18,18,No,0,"2021-07-20 20:18:50.003529"
TUT,12,5346,18,18,No,0,"2021-07-20 20:18:50.003538"
IND,01,1537,18,18,No,0,"2021-07-20 20:18:50.003547"
IND,02,1541,18,18,No,0,"2021-07-20 20:18:50.003557"
IND,03,1542,18,18,No,0,"2021-07-20 20:18:50.003565"
IND,04,1543,18,18,No,0,"2021-07-20 20:18:50.003574"
IND,05,1544,18,18,No,0,"2021-07-20 20:18:50.003583"
IND,06,1545,18,18,No,0,"2021-07-20 20:18:50.003592"
IND,07,5327,18,18,No,0,"2021-07-20 20:18:50.003601"
IND,08,5326,18,18,No,0,"2021-07-20 20:18:50.003610"
IND,09,1546,18,18,No,0,"2021-07-20 20:18:50.003618"
IND,01,1548,18,18,No,0,"2021-07-20 20:18:50.003626"
IND,02,1552,18,18,No,0,"2021-07-20 20:18:50.003634"
IND,03,1553,18,18,No,0,"2021-07-20 20:18:50.003641"
IND,04,1554,18,18,No,0,"2021-07-20 20:18:50.003651"
IND,05,1555,18,18,No,0,"2021-07-20 20:18:50.003659"
IND,06,1556,18,18,No,0,"2021-07-20 20:18:50.003667"
IND,07,5329,18,18,No,0,"2021-07-20 20:18:50.003676"
IND,08,5328,18,18,No,0,"2021-07-20 20:18:50.003684"
IND,09,1557,18,18,No,0,"2021-07-20 20:18:50.003692"
IND,01,1559,18,18,No,0,"2021-07-20 20:18:50.003700"
IND,02,1563,18,18,No,0,"2021-07-20 20:18:50.003708"
IND,03,1564,18,18,No,0,"2021-07-20 20:18:50.003716"
IND,04,1565,18,18,No,0,"2021-07-20 20:18:50.003725"
IND,05,1566,18,18,No,0,"2021-07-20 20:18:50.003734"
IND,06,1567,18,18,No,0,"2021-07-20 20:18:50.003744"
IND,07,5331,18,18,No,0,"2021-07-20 20:18:50.003753"
IND,08,5330,18,18,No,0,"2021-07-20 20:18:50.003761"
IND,09,1568,18,18,No,0,"2021-07-20 20:18:50.003769"
IND,01,1570,18,18,No,0,"2021-07-20 20:18:50.003776"
IND,02,1574,18,18,No,0,"2021-07-20 20:18:50.003784"
IND,03,1575,18,18,No,0,"2021-07-20 20:18:50.003791"
IND,04,1576,18,18,No,0,"2021-07-20 20:18:50.003800"
IND,05,1577,18,18,No,0,"2021-07-20 20:18:50.003810"
IND,06,1578,18,18,No,0,"2021-07-20 20:18:50.003818"
IND,07,5333,18,18,No,0,"2021-07-20 20:18:50.003826"
IND,08,5332,18,18,No,0,"2021-07-20 20:18:50.003833"
IND,09,1579,18,18,No,0,"2021-07-20 20:18:50.003841"
Lecture,01,5011,54,75,No,28.0,"2021-07-20 20:05:09.327979"
Lecture,001,5068,34,75,No,54.6666666666667,"2021-07-20 20:05:09.328002"
Discussion,10D,5069,34,75,No,54.6666666666667,"2021-07-20 20:05:09.328010"
Lecture,001,5070,15,330,No,95.4545454545455,"2021-07-20 20:05:09.328017"
Lecture,002,5071,16,275,No,94.1818181818182,"2021-07-20 20:05:09.328023"
Discussion,10D,5072,2,30,No,93.3333333333333,"2021-07-20 20:05:09.328029"
Discussion,11D,5073,0,30,No,100,"2021-07-20 20:05:09.328036"
Discussion,12D,5074,0,30,No,100,"2021-07-20 20:05:09.328042"
Discussion,13D,5075,0,25,No,100,"2021-07-20 20:05:09.328048"
Discussion,14D,5076,0,25,No,100,"2021-07-20 20:05:09.328055"
Discussion,15D,5077,0,25,No,100,"2021-07-20 20:05:09.328060"
Discussion,16D,5078,0,25,No,100,"2021-07-20 20:05:09.328066"
Discussion,17D,5079,0,25,No,100,"2021-07-20 20:05:09.328071"
Discussion,18D,5080,0,25,No,100,"2021-07-20 20:05:09.328077"
Discussion,19D,5081,0,26,No,100,"2021-07-20 20:05:09.328082"
Discussion,20D,5082,0,30,No,100,"2021-07-20 20:05:09.328089"
Discussion,21D,5083,0,30,No,100,"2021-07-20 20:05:09.328095"
Discussion,22D,5084,0,25,No,100,"2021-07-20 20:05:09.328100"
Discussion,23D,5085,0,25,No,100,"2021-07-20 20:05:09.328106"
Discussion,24D,5086,0,25,No,100,"2021-07-20 20:05:09.328111"
Discussion,25D,5087,2,25,No,92,"2021-07-20 20:05:09.328117"
Discussion,26D,5088,0,30,No,100,"2021-07-20 20:05:09.328122"
Discussion,27D,5089,0,25,No,100,"2021-07-20 20:05:09.328128"
Discussion,28D,5090,1,25,No,96,"2021-07-20 20:05:09.328133"
Discussion,29D,5091,3,25,No,88,"2021-07-20 20:05:09.328139"
Discussion,30D,10735,0,30,No,100,"2021-07-20 20:05:09.328144"
Discussion,31D,10750,9,30,No,70,"2021-07-20 20:05:09.328149"
Laboratory,111,5102,0,14,No,100,"2021-07-20 20:05:09.328155"
Laboratory,112,10236,0,14,No,100,"2021-07-20 20:05:09.328160"
Laboratory,121,5103,0,14,No,100,"2021-07-20 20:05:09.328165"
Laboratory,122,10237,0,14,No,100,"2021-07-20 20:05:09.328170"
Laboratory,131,5104,0,14,No,100,"2021-07-20 20:05:09.328176"
Laboratory,132,10238,0,14,No,100,"2021-07-20 20:05:09.328181"
Laboratory,211,5105,0,14,No,100,"2021-07-20 20:05:09.328186"
Laboratory,212,10239,0,14,No,100,"2021-07-20 20:05:09.328193"
Laboratory,221,5106,0,14,No,100,"2021-07-20 20:05:09.328202"
Laboratory,222,10240,0,14,No,100,"2021-07-20 20:05:09.328210"
Laboratory,311,5107,0,14,No,100,"2021-07-20 20:05:09.328220"
Laboratory,312,10241,0,14,No,100,"2021-07-20 20:05:09.328229"
Laboratory,321,5108,1,14,No,92.8571428571429,"2021-07-20 20:05:09.328238"
Laboratory,322,10242,4,14,No,71.4285714285714,"2021-07-20 20:05:09.328247"
Laboratory,331,5109,4,14,No,71.4285714285714,"2021-07-20 20:05:09.328256"
Laboratory,332,10243,10,14,No,28.5714285714286,"2021-07-20 20:05:09.328265"
Laboratory,341,5110,10,14,No,28.5714285714286,"2021-07-20 20:05:09.328272"
Laboratory,342,10244,13,14,No,7.14285714285714,"2021-07-20 20:05:09.328278"
Laboratory,411,5111,0,14,No,100,"2021-07-20 20:05:09.328283"
Laboratory,412,10245,4,14,No,71.4285714285714,"2021-07-20 20:05:09.328289"
Laboratory,421,5112,6,14,No,57.1428571428571,"2021-07-20 20:05:09.328294"
Laboratory,422,10246,5,14,No,64.2857142857143,"2021-07-20 20:05:09.328299"
Laboratory,431,5113,6,14,No,57.1428571428571,"2021-07-20 20:05:09.328304"
Laboratory,432,10247,8,14,No,42.8571428571429,"2021-07-20 20:05:09.328309"
Laboratory,611,5114,1,14,No,92.8571428571429,"2021-07-20 20:05:09.328315"
Laboratory,612,10248,1,14,No,92.8571428571429,"2021-07-20 20:05:09.328320"
Laboratory,621,5115,1,14,No,92.8571428571429,"2021-07-20 20:05:09.328326"
Laboratory,622,10249,0,14,No,100,"2021-07-20 20:05:09.328331"
Laboratory,631,5116,4,14,No,71.4285714285714,"2021-07-20 20:05:09.328336"
Laboratory,632,10250,3,14,No,78.5714285714286,"2021-07-20 20:05:09.328341"
Laboratory,641,5117,5,14,No,64.2857142857143,"2021-07-20 20:05:09.328347"
Laboratory,642,10251,4,14,No,71.4285714285714,"2021-07-20 20:05:09.328352"
Laboratory,711,5118,0,14,No,100,"2021-07-20 20:05:09.328357"
Laboratory,712,10252,3,14,No,78.5714285714286,"2021-07-20 20:05:09.328363"
Laboratory,721,5119,2,14,No,85.7142857142857,"2021-07-20 20:05:09.328368"
Laboratory,722,10253,3,14,No,78.5714285714286,"2021-07-20 20:05:09.328373"
Laboratory,731,5120,7,14,No,50,"2021-07-20 20:05:09.328378"
Laboratory,732,10254,5,14,No,64.2857142857143,"2021-07-20 20:05:09.328383"
Lecture,001,5097,25,100,No,75,"2021-07-20 20:05:09.328389"
Discussion,10D,5098,11,25,No,56.0,"2021-07-20 20:05:09.328394"
Discussion,11D,5099,0,25,No,100,"2021-07-20 20:05:09.328400"
Discussion,12D,5100,4,25,No,84,"2021-07-20 20:05:09.328405"
Discussion,13D,5101,10,25,No,60,"2021-07-20 20:05:09.328411"
Laboratory,111,5121,6,14,No,57.1428571428571,"2021-07-20 20:05:09.328416"
Laboratory,112,10255,12,14,No,14.2857142857143,"2021-07-20 20:05:09.328421"
Laboratory,311,5122,7,14,No,50,"2021-07-20 20:05:09.328426"
Laboratory,312,10256,10,14,No,28.5714285714286,"2021-07-20 20:05:09.328432"
Laboratory,411,5123,11,14,No,21.4285714285714,"2021-07-20 20:05:09.328438"
Laboratory,412,10257,14,14,No,0,"2021-07-20 20:05:09.328444"
Laboratory,611,5124,4,14,No,71.4285714285714,"2021-07-20 20:05:09.328449"
Laboratory,612,10258,8,14,No,42.8571428571429,"2021-07-20 20:05:09.328455"
Laboratory,711,5125,4,14,No,71.4285714285714,"2021-07-20 20:05:09.328460"
Laboratory,712,10259,12,14,No,14.2857142857143,"2021-07-20 20:05:09.328465"
Lecture,001,5013,64,175,No,63.4285714285714,"2021-07-20 20:05:09.328486"
Lecture,002,5014,101,150,No,32.6666666666667,"2021-07-20 20:05:09.328496"
Discussion,11D,5015,13,20,No,35,"2021-07-20 20:05:09.328506"
Discussion,12D,5016,0,20,No,100,"2021-07-20 20:05:09.328516"
Discussion,13D,5017,0,20,No,100,"2021-07-20 20:05:09.328526"
Discussion,14D,5018,1,20,No,95,"2021-07-20 20:05:09.328536"
Discussion,15D,5019,0,20,No,100,"2021-07-20 20:05:09.328546"
Discussion,16D,5020,4,20,No,80,"2021-07-20 20:05:09.328556"
Discussion,17D,5021,19,20,No,5,"2021-07-20 20:05:09.328567"
Discussion,18D,5022,12,20,No,40,"2021-07-20 20:05:09.328577"
Discussion,21D,5023,9,20,No,55.0,"2021-07-20 20:05:09.328587"
Discussion,22D,5024,16,20,No,20,"2021-07-20 20:05:09.328597"
Discussion,23D,5025,18,20,No,10,"2021-07-20 20:05:09.328608"
Discussion,24D,5026,12,20,No,40,"2021-07-20 20:05:09.328618"
Discussion,25D,5027,7,20,No,65,"2021-07-20 20:05:09.328628"
Discussion,26D,5028,18,20,No,10,"2021-07-20 20:05:09.328637"
Discussion,27D,5029,17,20,No,15,"2021-07-20 20:05:09.328649"
Discussion,28D,5030,14,20,No,30,"2021-07-20 20:05:09.328660"
Laboratory,111,5056,0,14,No,100,"2021-07-20 20:05:09.328668"
Laboratory,112,10260,1,14,No,92.8571428571429,"2021-07-20 20:05:09.328675"
Laboratory,122,10519,5,14,No,64.2857142857143,"2021-07-20 20:05:09.328681"
Laboratory,123,10524,10,14,No,28.5714285714286,"2021-07-20 20:05:09.328686"
Laboratory,211,5058,2,14,No,85.7142857142857,"2021-07-20 20:05:09.328692"
Laboratory,212,10261,6,14,No,57.1428571428571,"2021-07-20 20:05:09.328697"
Laboratory,311,5059,6,14,No,57.1428571428571,"2021-07-20 20:05:09.328703"
Laboratory,312,10262,13,14,No,7.14285714285714,"2021-07-20 20:05:09.328709"
Laboratory,321,5060,13,14,No,7.14285714285714,"2021-07-20 20:05:09.328715"
Laboratory,322,10263,12,14,No,14.2857142857143,"2021-07-20 20:05:09.328721"
Laboratory,411,5061,10,14,No,28.5714285714286,"2021-07-20 20:05:09.328727"
Laboratory,412,10264,11,14,No,21.4285714285714,"2021-07-20 20:05:09.328734"
Laboratory,421,5062,12,14,No,14.2857142857143,"2021-07-20 20:05:09.328741"
Laboratory,422,10265,12,14,No,14.2857142857143,"2021-07-20 20:05:09.328747"
Laboratory,611,5063,0,14,No,100,"2021-07-20 20:05:09.328753"
Laboratory,612,10266,6,14,No,57.1428571428571,"2021-07-20 20:05:09.328759"
Laboratory,621,5064,6,14,No,57.1428571428571,"2021-07-20 20:05:09.328764"
Laboratory,622,10267,9,14,No,35.7142857142857,"2021-07-20 20:05:09.328770"
Laboratory,711,5065,5,14,No,64.2857142857143,"2021-07-20 20:05:09.328776"
Laboratory,712,10268,9,14,No,35.7142857142857,"2021-07-20 20:05:09.328781"
Laboratory,721,5066,11,14,No,21.4285714285714,"2021-07-20 20:05:09.328786"
Laboratory,722,10269,13,14,No,7.14285714285714,"2021-07-20 20:05:09.328792"
Lecture,001,5031,0,140,No,100,"2021-07-20 20:05:09.328798"
Lecture,002,5032,104,140,No,25.7142857142857,"2021-07-20 20:05:09.328805"
Discussion,10D,5033,0,25,No,100,"2021-07-20 20:05:09.328811"
Discussion,11D,5034,0,25,No,100,"2021-07-20 20:05:09.328816"
Discussion,12D,5035,0,25,No,100,"2021-07-20 20:05:09.328822"
Discussion,13D,5036,0,25,No,100,"2021-07-20 20:05:09.328828"
Discussion,14D,5037,0,25,No,100,"2021-07-20 20:05:09.328834"
Discussion,15D,5038,10,25,No,60,"2021-07-20 20:05:09.328840"
Discussion,20D,5039,14,25,No,44,"2021-07-20 20:05:09.328845"
Discussion,21D,5040,20,25,No,20,"2021-07-20 20:05:09.328852"
Discussion,22D,5041,21,25,No,16,"2021-07-20 20:05:09.328860"
Discussion,23D,5042,17,25,No,32,"2021-07-20 20:05:09.328868"
Discussion,24D,5043,25,25,No,0,"2021-07-20 20:05:09.328877"
Discussion,25D,5044,17,25,No,32,"2021-07-20 20:05:09.328886"
Laboratory,113,10179,0,14,No,100,"2021-07-20 20:05:09.328895"
Laboratory,114,10180,0,14,No,100,"2021-07-20 20:05:09.328905"
Laboratory,123,10181,0,14,No,100,"2021-07-20 20:05:09.328914"
Laboratory,313,10182,0,14,No,100,"2021-07-20 20:05:09.328923"
Laboratory,314,10183,1,14,No,92.8571428571429,"2021-07-20 20:05:09.328931"
Laboratory,323,10429,3,14,No,78.5714285714286,"2021-07-20 20:05:09.328937"
Laboratory,413,10184,4,14,No,71.4285714285714,"2021-07-20 20:05:09.328943"
Laboratory,414,10185,6,14,No,57.1428571428571,"2021-07-20 20:05:09.328948"
Laboratory,423,10186,6,14,No,57.1428571428571,"2021-07-20 20:05:09.328954"
Laboratory,613,10187,0,14,No,100,"2021-07-20 20:05:09.328960"
Laboratory,614,10188,0,14,No,100,"2021-07-20 20:05:09.328973"
Laboratory,623,10189,0,14,No,100,"2021-07-20 20:05:09.328980"
Laboratory,713,10190,0,14,No,100,"2021-07-20 20:05:09.328989"
Laboratory,714,10191,0,14,No,100,"2021-07-20 20:05:09.328994"
Laboratory,723,10192,0,14,No,100,"2021-07-20 20:05:09.329000"
Lecture,001,5092,112,200,No,44,"2021-07-20 20:05:09.329006"
Discussion,10D,5093,10,30,No,66.6666666666667,"2021-07-20 20:05:09.329012"
Discussion,11D,5094,16,30,No,46.6666666666667,"2021-07-20 20:05:09.329018"
Discussion,12D,5095,0,30,No,100,"2021-07-20 20:05:09.329025"
Discussion,13D,5096,6,30,No,80,"2021-07-20 20:05:09.329033"
Laboratory,111,10168,0,12,No,100,"2021-07-20 20:05:09.329041"
Laboratory,112,10169,0,12,No,100,"2021-07-20 20:05:09.329051"
Laboratory,311,10170,1,12,No,91.6666666666667,"2021-07-20 20:05:09.329060"
Laboratory,312,10171,4,12,No,66.6666666666667,"2021-07-20 20:05:09.329070"
Laboratory,411,10172,0,12,No,100,"2021-07-20 20:05:09.329080"
Laboratory,611,10174,1,12,No,91.6666666666667,"2021-07-20 20:05:09.329092"
Laboratory,612,10430,2,12,No,83.3333333333333,"2021-07-20 20:05:09.329103"
Laboratory,711,10175,0,12,No,100,"2021-07-20 20:05:09.329117"
Lecture,01,5067,21,35,No,40,"2021-07-20 20:05:09.329131"
Lecture,01,5045,26,50,No,48,"2021-07-20 20:05:09.329142"
Lecture,01,5046,31,35,No,11.4285714285714,"2021-07-20 20:05:09.329154"
Laboratory,31,10134,10,12,No,16.6666666666667,"2021-07-20 20:05:09.329165"
Laboratory,41,10135,9,12,No,25,"2021-07-20 20:05:09.329176"
IND,01,2191,10,10,No,0,"2021-07-20 20:05:09.329186"
IND,02,2192,10,10,No,0,"2021-07-20 20:05:09.329196"
IND,03,2193,9,10,No,10,"2021-07-20 20:05:09.329206"
IND,04,2194,10,10,No,0,"2021-07-20 20:05:09.329216"
IND,05,2195,10,10,No,0,"2021-07-20 20:05:09.329227"
IND,06,2196,10,10,No,0,"2021-07-20 20:05:09.329236"
IND,07,2197,10,10,No,0,"2021-07-20 20:05:09.329246"
IND,08,2198,9,10,No,10,"2021-07-20 20:05:09.329255"
IND,09,2199,10,10,No,0,"2021-07-20 20:05:09.329265"
IND,10,2200,10,10,No,0,"2021-07-20 20:05:09.329275"
IND,11,2201,9,10,No,10,"2021-07-20 20:05:09.329284"
IND,12,2202,10,10,No,0,"2021-07-20 20:05:09.329294"
IND,13,2203,10,10,No,0,"2021-07-20 20:05:09.329305"
IND,14,2204,10,10,No,0,"2021-07-20 20:05:09.329313"
IND,15,2205,10,10,No,0,"2021-07-20 20:05:09.329321"
IND,16,2206,10,10,No,0,"2021-07-20 20:05:09.329327"
IND,17,2207,10,10,No,0,"2021-07-20 20:05:09.329332"
IND,18,2208,10,10,No,0,"2021-07-20 20:05:09.329338"
IND,19,2209,10,10,No,0,"2021-07-20 20:05:09.329343"
IND,20,2210,10,10,No,0,"2021-07-20 20:05:09.329349"
IND,21,2211,9,10,No,10,"2021-07-20 20:05:09.329354"
IND,22,2212,10,10,No,0,"2021-07-20 20:05:09.329360"
IND,01,2168,9,10,No,10,"2021-07-20 20:05:09.329365"
IND,02,2169,10,10,No,0,"2021-07-20 20:05:09.329370"
IND,03,2170,10,10,No,0,"2021-07-20 20:05:09.329375"
IND,04,2171,10,10,No,0,"2021-07-20 20:05:09.329381"
IND,05,5047,10,10,No,0,"2021-07-20 20:05:09.329386"
IND,06,2172,10,10,No,0,"2021-07-20 20:05:09.329392"
IND,07,2173,10,10,No,0,"2021-07-20 20:05:09.329397"
IND,08,2174,10,10,No,0,"2021-07-20 20:05:09.329403"
IND,09,2175,10,10,No,0,"2021-07-20 20:05:09.329408"
IND,10,2176,10,10,No,0,"2021-07-20 20:05:09.329413"
IND,11,2177,9,10,No,10,"2021-07-20 20:05:09.329418"
IND,12,2178,10,10,No,0,"2021-07-20 20:05:09.329424"
IND,13,2179,10,10,No,0,"2021-07-20 20:05:09.329429"
IND,14,2180,10,10,No,0,"2021-07-20 20:05:09.329434"
IND,15,2181,10,10,No,0,"2021-07-20 20:05:09.329440"
IND,16,2182,10,10,No,0,"2021-07-20 20:05:09.329445"
IND,17,2183,10,10,No,0,"2021-07-20 20:05:09.329451"
IND,18,2184,10,10,No,0,"2021-07-20 20:05:09.329456"
IND,19,2185,10,10,No,0,"2021-07-20 20:05:09.329462"
IND,20,2186,10,10,No,0,"2021-07-20 20:05:09.329472"
IND,21,2187,21,21,No,0,"2021-07-20 20:05:09.329477"
IND,22,2188,10,10,No,0,"2021-07-20 20:05:09.329482"
Lecture,01,5012,15,50,No,70,"2021-07-20 20:05:09.329488"
Laboratory,11,10136,0,12,No,100,"2021-07-20 20:05:09.329493"
Laboratory,31,10137,0,12,No,100,"2021-07-20 20:05:09.329499"
Laboratory,41,10138,0,12,No,100,"2021-07-20 20:05:09.329504"
IND,01,2215,9,10,No,10,"2021-07-20 20:05:09.329510"
IND,02,2216,10,10,No,0,"2021-07-20 20:05:09.329516"
IND,03,2217,10,10,No,0,"2021-07-20 20:05:09.329521"
IND,04,2218,10,10,No,0,"2021-07-20 20:05:09.329527"
IND,05,2219,10,10,No,0,"2021-07-20 20:05:09.329532"
IND,06,2220,10,10,No,0,"2021-07-20 20:05:09.329537"
IND,07,2221,10,10,No,0,"2021-07-20 20:05:09.329543"
IND,08,2222,10,10,No,0,"2021-07-20 20:05:09.329548"
IND,09,2223,10,10,No,0,"2021-07-20 20:05:09.329553"
IND,10,2224,10,10,No,0,"2021-07-20 20:05:09.329558"
IND,11,2225,10,10,No,0,"2021-07-20 20:05:09.329563"
IND,12,2226,10,10,No,0,"2021-07-20 20:05:09.329569"
IND,13,2227,10,10,No,0,"2021-07-20 20:05:09.329574"
IND,14,2228,10,10,No,0,"2021-07-20 20:05:09.329579"
IND,15,2229,9,10,No,10,"2021-07-20 20:05:09.329585"
IND,16,2230,10,10,No,0,"2021-07-20 20:05:09.329590"
IND,17,2231,10,10,No,0,"2021-07-20 20:05:09.329595"
IND,18,2232,10,10,No,0,"2021-07-20 20:05:09.329600"
IND,19,2233,10,10,No,0,"2021-07-20 20:05:09.329606"
IND,20,2234,10,10,No,0,"2021-07-20 20:05:09.329612"
IND,21,2235,10,10,No,0,"2021-07-20 20:05:09.329617"
IND,22,2236,10,10,No,0,"2021-07-20 20:05:09.329622"
IND,01,2239,10,10,No,0,"2021-07-20 20:05:09.329628"
IND,02,2240,10,10,No,0,"2021-07-20 20:05:09.329633"
IND,03,2241,10,10,No,0,"2021-07-20 20:05:09.329638"
IND,04,2242,10,10,No,0,"2021-07-20 20:05:09.329644"
IND,05,5048,10,10,No,0,"2021-07-20 20:05:09.329649"
IND,06,2243,10,10,No,0,"2021-07-20 20:05:09.329654"
IND,07,2244,10,10,No,0,"2021-07-20 20:05:09.329660"
IND,08,2245,10,10,No,0,"2021-07-20 20:05:09.329666"
IND,09,2246,10,10,No,0,"2021-07-20 20:05:09.329671"
IND,10,2247,10,10,No,0,"2021-07-20 20:05:09.329676"
IND,11,2248,9,10,No,10,"2021-07-20 20:05:09.329681"
IND,12,2249,12,12,No,0,"2021-07-20 20:05:09.329687"
IND,13,2250,10,10,No,0,"2021-07-20 20:05:09.329692"
IND,14,2251,10,10,No,0,"2021-07-20 20:05:09.329697"
IND,15,2252,10,10,No,0,"2021-07-20 20:05:09.329702"
IND,16,2253,10,10,No,0,"2021-07-20 20:05:09.329708"
IND,17,2254,10,10,No,0,"2021-07-20 20:05:09.329713"
IND,18,2260,10,10,No,0,"2021-07-20 20:05:09.329718"
IND,19,2255,10,10,No,0,"2021-07-20 20:05:09.329723"
IND,20,2256,10,10,No,0,"2021-07-20 20:05:09.329729"
IND,21,2257,10,10,No,0,"2021-07-20 20:05:09.329734"
IND,22,2258,10,10,No,0,"2021-07-20 20:05:09.329739"
Lecture,01,5011,54,75,No,28.0,"2021-07-20 20:18:46.945796"
Lecture,001,5068,34,75,No,54.6666666666667,"2021-07-20 20:18:46.945897"
Discussion,10D,5069,34,75,No,54.6666666666667,"2021-07-20 20:18:46.945904"
Lecture,001,5070,15,330,No,95.4545454545455,"2021-07-20 20:18:46.945910"
Lecture,002,5071,16,275,No,94.1818181818182,"2021-07-20 20:18:46.945915"
Discussion,10D,5072,2,30,No,93.3333333333333,"2021-07-20 20:18:46.945921"
Discussion,11D,5073,0,30,No,100,"2021-07-20 20:18:46.945927"
Discussion,12D,5074,0,30,No,100,"2021-07-20 20:18:46.945932"
Discussion,13D,5075,0,25,No,100,"2021-07-20 20:18:46.945938"
Discussion,14D,5076,0,25,No,100,"2021-07-20 20:18:46.945970"
Discussion,15D,5077,0,25,No,100,"2021-07-20 20:18:46.945985"
Discussion,16D,5078,0,25,No,100,"2021-07-20 20:18:46.945992"
Discussion,17D,5079,0,25,No,100,"2021-07-20 20:18:46.945997"
Discussion,18D,5080,0,25,No,100,"2021-07-20 20:18:46.946016"
Discussion,19D,5081,0,26,No,100,"2021-07-20 20:18:46.946021"
Discussion,20D,5082,0,30,No,100,"2021-07-20 20:18:46.946027"
Discussion,21D,5083,0,30,No,100,"2021-07-20 20:18:46.946032"
Discussion,22D,5084,0,25,No,100,"2021-07-20 20:18:46.946036"
Discussion,23D,5085,0,25,No,100,"2021-07-20 20:18:46.946042"
Discussion,24D,5086,0,25,No,100,"2021-07-20 20:18:46.946046"
Discussion,25D,5087,2,25,No,92,"2021-07-20 20:18:46.946052"
Discussion,26D,5088,0,30,No,100,"2021-07-20 20:18:46.946057"
Discussion,27D,5089,0,25,No,100,"2021-07-20 20:18:46.946061"
Discussion,28D,5090,1,25,No,96,"2021-07-20 20:18:46.946067"
Discussion,29D,5091,3,25,No,88,"2021-07-20 20:18:46.946071"
Discussion,30D,10735,0,30,No,100,"2021-07-20 20:18:46.946077"
Discussion,31D,10750,9,30,No,70,"2021-07-20 20:18:46.946082"
Laboratory,111,5102,0,14,No,100,"2021-07-20 20:18:46.946087"
Laboratory,112,10236,0,14,No,100,"2021-07-20 20:18:46.946091"
Laboratory,121,5103,0,14,No,100,"2021-07-20 20:18:46.946096"
Laboratory,122,10237,0,14,No,100,"2021-07-20 20:18:46.946101"
Laboratory,131,5104,0,14,No,100,"2021-07-20 20:18:46.946106"
Laboratory,132,10238,0,14,No,100,"2021-07-20 20:18:46.946110"
Laboratory,211,5105,0,14,No,100,"2021-07-20 20:18:46.946116"
Laboratory,212,10239,0,14,No,100,"2021-07-20 20:18:46.946121"
Laboratory,221,5106,0,14,No,100,"2021-07-20 20:18:46.946125"
Laboratory,222,10240,0,14,No,100,"2021-07-20 20:18:46.946129"
Laboratory,311,5107,0,14,No,100,"2021-07-20 20:18:46.946134"
Laboratory,312,10241,1,14,No,92.8571428571429,"2021-07-20 20:18:46.946139"
Laboratory,321,5108,0,14,No,100,"2021-07-20 20:18:46.946143"
Laboratory,322,10242,4,14,No,71.4285714285714,"2021-07-20 20:18:46.946148"
Laboratory,331,5109,4,14,No,71.4285714285714,"2021-07-20 20:18:46.946153"
Laboratory,332,10243,10,14,No,28.5714285714286,"2021-07-20 20:18:46.946158"
Laboratory,341,5110,10,14,No,28.5714285714286,"2021-07-20 20:18:46.946163"
Laboratory,342,10244,13,14,No,7.14285714285714,"2021-07-20 20:18:46.946168"
Laboratory,411,5111,0,14,No,100,"2021-07-20 20:18:46.946173"
Laboratory,412,10245,4,14,No,71.4285714285714,"2021-07-20 20:18:46.946178"
Laboratory,421,5112,6,14,No,57.1428571428571,"2021-07-20 20:18:46.946182"
Laboratory,422,10246,5,14,No,64.2857142857143,"2021-07-20 20:18:46.946187"
Laboratory,431,5113,6,14,No,57.1428571428571,"2021-07-20 20:18:46.946191"
Laboratory,432,10247,8,14,No,42.8571428571429,"2021-07-20 20:18:46.946196"
Laboratory,611,5114,1,14,No,92.8571428571429,"2021-07-20 20:18:46.946201"
Laboratory,612,10248,1,14,No,92.8571428571429,"2021-07-20 20:18:46.946208"
Laboratory,621,5115,1,14,No,92.8571428571429,"2021-07-20 20:18:46.946214"
Laboratory,622,10249,0,14,No,100,"2021-07-20 20:18:46.946221"
Laboratory,631,5116,4,14,No,71.4285714285714,"2021-07-20 20:18:46.946226"
Laboratory,632,10250,3,14,No,78.5714285714286,"2021-07-20 20:18:46.946231"
Laboratory,641,5117,5,14,No,64.2857142857143,"2021-07-20 20:18:46.946236"
Laboratory,642,10251,4,14,No,71.4285714285714,"2021-07-20 20:18:46.946241"
Laboratory,711,5118,0,14,No,100,"2021-07-20 20:18:46.946245"
Laboratory,712,10252,3,14,No,78.5714285714286,"2021-07-20 20:18:46.946250"
Laboratory,721,5119,2,14,No,85.7142857142857,"2021-07-20 20:18:46.946255"
Laboratory,722,10253,3,14,No,78.5714285714286,"2021-07-20 20:18:46.946259"
Laboratory,731,5120,7,14,No,50,"2021-07-20 20:18:46.946266"
Laboratory,732,10254,5,14,No,64.2857142857143,"2021-07-20 20:18:46.946272"
Lecture,001,5097,25,100,No,75,"2021-07-20 20:18:46.946281"
Discussion,10D,5098,11,25,No,56.0,"2021-07-20 20:18:46.946290"
Discussion,11D,5099,0,25,No,100,"2021-07-20 20:18:46.946296"
Discussion,12D,5100,4,25,No,84,"2021-07-20 20:18:46.946301"
